timestamp,value,label
0.000892162322998,0,relaxed
0.000892162322998,0,relaxed
0.000892162322998,0,relaxed
0.000892162322998,0,relaxed
0.000892162322998,0,relaxed
0.000892162322998,0,relaxed
0.000892162322998,0,relaxed
0.0019125938415527,0,relaxed
0.0019125938415527,0,relaxed
0.0019125938415527,0,relaxed
0.0019125938415527,0,relaxed
0.0019125938415527,0,relaxed
0.0019125938415527,0,relaxed
0.0019125938415527,0,relaxed
0.0019125938415527,0,relaxed
0.0028879642486572,0,relaxed
0.0028879642486572,0,relaxed
0.0028879642486572,0,relaxed
0.0028879642486572,0,relaxed
0.0028879642486572,0,relaxed
0.0028879642486572,0,relaxed
0.0028879642486572,0,relaxed
0.0028879642486572,0,relaxed
0.0028879642486572,0,relaxed
0.0028879642486572,0,relaxed
0.0038836002349853,0,relaxed
0.0038836002349853,0,relaxed
0.0038836002349853,0,relaxed
0.0038836002349853,0,relaxed
0.0038836002349853,0,relaxed
0.0038836002349853,0,relaxed
0.0038836002349853,0,relaxed
0.0038836002349853,0,relaxed
0.0048811435699462,0,relaxed
0.0048811435699462,0,relaxed
0.0048811435699462,0,relaxed
0.0048811435699462,0,relaxed
0.0048811435699462,0,relaxed
0.0048811435699462,0,relaxed
0.0048811435699462,0,relaxed
0.0058774948120117,0,relaxed
0.0058774948120117,0,relaxed
0.0058774948120117,0,relaxed
0.0058774948120117,0,relaxed
0.0058774948120117,0,relaxed
0.0058774948120117,0,relaxed
0.0058774948120117,0,relaxed
0.0058774948120117,0,relaxed
0.0058774948120117,0,relaxed
0.0068752765655517,0,relaxed
0.0068752765655517,0,relaxed
0.0068752765655517,0,relaxed
0.0068752765655517,0,relaxed
0.0068752765655517,0,relaxed
0.0068752765655517,0,relaxed
0.0068752765655517,0,relaxed
0.0068752765655517,0,relaxed
0.0068752765655517,0,relaxed
0.0078723430633544,0,relaxed
0.0078723430633544,0,relaxed
0.0078723430633544,0,relaxed
0.0078723430633544,0,relaxed
0.0078723430633544,0,relaxed
0.0078723430633544,0,relaxed
0.0078723430633544,0,relaxed
0.0078723430633544,0,relaxed
0.0178713798522949,0,relaxed
0.0268497467041015,0,relaxed
0.0389258861541748,0,relaxed
0.0469007492065429,0,relaxed
0.0591516494750976,0,relaxed
0.0672950744628906,0,relaxed
0.0802631378173828,0,relaxed
0.0882408618927002,0,relaxed
0.1003100872039794,0,relaxed
0.1086041927337646,0,relaxed
0.1205587387084961,0,relaxed
0.128638744354248,0,relaxed
0.1415286064147949,0,relaxed
0.1496617794036865,0,relaxed
